tag,entries
_IMPORTANT,"[Data.Keycard, Data.Keycard_Cinematic, Data.Notes.AnnaliseThumbDrive, Data.Thumb Drive, Data.TranScribe, MissionItems.AM_LeitnerConnectome, MissionItems.AirCirculatorComponent, MissionItems.BigNullwaveTransmitter, MissionItems.CherishedFamilyPhoto, MissionItems.CookingAward, MissionItems.JC_CalvinoThermos, MissionItems.JC_CommunicationDevice, MissionItems.MM_GrowthFormula, MissionItems.MM_Superfruit, MissionItems.MikhailaFathersRing, MissionItems.MikhailasThumbDrive, MissionItems.NB_OxygenFuse, MissionItems.NB_QuantumTransmogrifier, MissionItems.SE_MikhailasMedicine, MissionItems.SelfDestructKey_Alex, MissionItems.SelfDestructKey_Morgan, MissionItems.WaterPressureRegulator, MissionItems.WeddingRing, Mods.Psychoscope.AbsorbCoral, Mods.Psychoscope.BuffControlPowers, Mods.Psychoscope.BuffDamagePowers, Mods.Psychoscope.CanScanCoral, Mods.Psychoscope.CritChancePlus10_Pistol, Mods.Psychoscope.CritChancePlus10_Shotgun, Mods.Psychoscope.CritChancePlus10_Wrench, Mods.Psychoscope.DecreaseScanningTime, Mods.Psychoscope.DetectEliteMimicAndPoltergeist, Mods.Psychoscope.DetectMimics, Mods.Psychoscope.ElectrostaticBuff, Mods.Psychoscope.EnhancedPSI, Mods.Psychoscope.FasterPowersCooldown, Mods.Psychoscope.FearBomb, Mods.Psychoscope.FearResistance, Mods.Psychoscope.FreePsiCast, Mods.Psychoscope.IncreaseScanningRange, Mods.Psychoscope.KineticBlastBuff, Mods.Psychoscope.MarkedEnemiesDamage, Mods.Psychoscope.MechTechs, Mods.Psychoscope.NullwaveShield, Mods.Psychoscope.PSIRegen, Mods.Psychoscope.PsychoshockBuff, Mods.Psychoscope.PsychoshockResist, Mods.Psychoscope.Random, Mods.Psychoscope.ReducePsiCostEnergy, Mods.Psychoscope.ReducePsiCostMorph, Mods.Psychoscope.ReducePsiCostTelepathic, Mods.Psychoscope.SneakAttackRestoresPSI, Mods.Psychoscope.SpendHealthAsPSI, Mods.Psychoscope.ThermalBlastBuff, Mods.Suit.BacklashBuff, Mods.Suit.DecreaseTraumaChance, Mods.Suit.EMP_Shielding, Mods.Suit.FallDamagesNPCs, Mods.Suit.FlashlightDuration, Mods.Suit.HeavyMachineryAssist, Mods.Suit.ImprovedStamina, Mods.Suit.LaserShield, Mods.Suit.LastChance, Mods.Suit.LeverageAssist, Mods.Suit.NeverDrunk, Mods.Suit.OnRobotDeath, Mods.Suit.PhysicalDamageShield, Mods.Suit.PlayerNotRecyclable, Mods.Suit.PropulsionUpgrade_I, Mods.Suit.PropulsionUpgrade_II, Mods.Suit.Random, Mods.Suit.RecyclerLootBonus, Mods.Suit.RecyclerLootLimiter, Mods.Suit.ReduceSpaceCrashDamage, Mods.Suit.ResistElectric, Mods.Suit.ResistEther, Mods.Suit.ResistFire, Mods.Suit.ResistRad, Mods.Suit.SlidingReduceDamage, Mods.Suit.SneakAttackRestoreHealth, Mods.Suit.SpringStep, Mods.Suit.SuitIntegrityBuff, Mods.Suit.WrenchKnockback, Mods.Weapon.WeaponUpgradeKit, Player.Neuromod, Player.Psychoscope, Player.ZeroGSuit]"
_LEVERAGE_I,"[Apartment.CoffeeTable_Apt, Apartment.Shelf_Furniture_Apt, Boxes-Crates.Crate_B, Boxes-Crates.Crate_Small_A, Chairs.Bench_Leather, Gameplay.Debris_Panel_01, Garden.Bag_Garden, Gym.Dumbbell_III_Large, Industrial.Security_Cage, Light_Fixtures.Light_Flood_B, Luxury.Table_Chess_A, Mimic_Placeholder.Mimic_Placeholder_Large, Misc.Lobby_Lectern, Misc.Rock_Tile, Misc.Tarp_Fabric_A_Folded, Office.Divider, Office.Whiteboard, Tech.Computer Cart, Tech.Speaker_Floor]"
_LEVERAGE_II,"[AreaHazards.RadioactiveTank, Boxes-Crates.Cargo_A_Small_2, Boxes-Crates.Crate_B_Med, Containers/Misc.Toolbox, Gameplay.Roof_Panel_PowerSource, Garden.Rock_Small, Industrial.GUT_Pipe_Large_Chunk2, Industrial.Palette_A, Luxury.Chair_Lounge_A, Luxury.Coffee Table A, Luxury.Coffee Table B, Luxury.Serving Cart, Luxury.Sofa Chair, Luxury.Table Hallway, Luxury.Table Round, Luxury.Table Round B, Mimic_Placeholder.Carry_Placeholder_Xlarge, Misc.Cart_Laundry_A, Misc.Grate_A_NeoDeco, Misc.Luggage_Cart, Misc.Pipe_Chunk_Medium_A, Misc.Pipe_Chunk_Medium_A2, Misc.Poster_Movie_Stand, Misc.Poster_Movie_Stand_Blank, Misc.Statue_Moon_Marble_A, Science.Trauma_Cart, Tech.Cabinet Reel Single, Tech.Reployer]"
_LEVERAGE_III,"[Apartment.Couch Apt, Apartment.Couch Hallway, Boxes-Crates.Cargo_A_Large, Boxes-Crates.Cargo_A_Small, Boxes-Crates.Crate_B_Large, Containers/Apartment.Refridgerator_Apartment_A, Containers/Kitchen.Refridgerator_Breakroom_A, Containers/Lab.Shelf_Lab, Garden.Bag_Garden_Stack, Industrial.GUT_Pipe_Large_Chunk1, Industrial.Girder_Hub_01, Luxury.Sofa, Misc.Pipe_Chunk_Large_A, Misc.Pipe_Chunk_Large_A2, Misc.Rock_Tile_Large, Misc.Tank_Eel_A, Misc.Tank_Eel_A_Open, Space.Solar_Panel_Dmg_02, Space.Solar_Panel_Dmg_03, Space.Solar_Panel_Dmg_04, Space.Solar_Panel_Dmg_06, Space.Station_Panel_01, Space.Station_Panel_02, Tech.Lens_LookingGlass_Center, Tech.Tank Storage, Tech.Tape Drive A]"
_MIMICABLE,"[Ammo.EMPGrenades, Ammo.Exotic.Randomizer, Ammo.GooGun, Ammo.InstaLaser, Ammo.LureGrenades, Ammo.NullwaveTransmitter, Ammo.PistolBullets, Ammo.RecyclerGrenades, Ammo.ShotgunShells, Ammo.StunGunAmmo, Apartment.Bin_Fabric_A, Apartment.Bin_Parts_A, Apartment.Boltcase_A, Apartment.Bottle_Cleaner_A, Apartment.Bottle_Soap_A, Apartment.Chair Fake Transtar, Apartment.Chair_Apt_Computer_A, Apartment.GameConsole_Controller, Apartment.MilitaryOperator_Gunless, Apartment.Monitor_Apt_A, Apartment.OperatorPart_Cartridge, Apartment.OperatorPart_Chassis, Apartment.OperatorPart_Engine, Apartment.OperatorPart_Exhaust, Apartment.OperatorPart_Eye, Apartment.Photo Family, Apartment.Pizzabox_A, Apartment.Steamer_A, Apartment.Stool_Apt_Bar_A, Apartment.Test_Sim_Box_A, Apartment.ToiletPaper_Roll, Apartment.ToiletPaper_Roll_Unbreakable, Apartment.VideoGame_A, Bathroom.Bucket_A, Bathroom.Cleaner_Large, Bathroom.Cleaner_Small, Bathroom.Shampoo_Large, Bathroom.Shampoo_Small, Bathroom.ShavingCream_Female, Bathroom.ShavingCream_Male, Bathroom.Towels, Boxes-Crates.Box_Folders_Closed, Boxes-Crates.Cardboard_Box_100x50x100, Boxes-Crates.Cardboard_Box_30x20x20, Boxes-Crates.Cardboard_Box_50x25x40, Boxes-Crates.Cardboard_Box_70x35x35, Boxes-Crates.Cardboard_Box_80x180x40, Boxes-Crates.Cardboard_Box_80x80x80, Boxes-Crates.Cardboard_Box_Damaged, Chairs.Chair_BarStool, Chairs.Chair_Boss, Chairs.Chair_Breakroom, Chairs.Chair_Conference_A, Chairs.Chair_Dining, Chairs.Chair_Dining_Apartment, Chairs.Chair_Lab_A, Chairs.Chair_Office_A, Chairs.Stool_Lab_A, Chairs.Stool_Lab_Short_A, Containers/Apartment.Trashcan_Kitchen, Containers/Kitchen.Microwave, Containers/Misc.AlienGib_Large, Containers/Misc.AlienGib_XLarge, Containers/Misc.Briefcase, Containers/Misc.Chest, Containers/Misc.ExteriorSupplyBox, Containers/Misc.FloorBuffer, Containers/Misc.Luggage, Containers/Misc.MeatBox, Containers/Misc.OperatorChassis_Engineer, Containers/Misc.OperatorChassis_Medical, Containers/Misc.OperatorChassis_Military, Containers/Misc.OperatorChassis_Science, Containers/Misc.Supply_Crate_A, Containers/Misc.Toolbox, Containers/Misc.Trash_Can_Small, Containers/NeoDeco.FileCabinet_B, Containers/NeoDeco.FileCabinet_NeoDeco, Containers/NeoDeco.Trashcan_Lobby, Crafting.Ingredients.Exotic, Crafting.Ingredients.Mineral, Crafting.Ingredients.Organic, Crafting.Ingredients.Random, Crafting.Ingredients.Synthetic, Crafting.RecyclerJunk.AsteroidFragment, Crafting.RecyclerJunk.BaseballGlove, Crafting.RecyclerJunk.BiohazardWaste, Crafting.RecyclerJunk.BrokenCoolerFan, Crafting.RecyclerJunk.BurntCircuitBoard, Crafting.RecyclerJunk.CompostBananaPeel, Crafting.RecyclerJunk.CompostEelScraps, Crafting.RecyclerJunk.CorrodedCoil, Crafting.RecyclerJunk.CrumpledPaper, Crafting.RecyclerJunk.EmptyCan, Crafting.RecyclerJunk.Exotic.AlienOrganSmall, Crafting.RecyclerJunk.Exotic.MimicTumor, Crafting.RecyclerJunk.Exotic.RandomExotic, Crafting.RecyclerJunk.Exotic.TyphonCortex, Crafting.RecyclerJunk.Exotic.TyphonGanglion, Crafting.RecyclerJunk.Exotic.TyphonPlasma, Crafting.RecyclerJunk.ExpiredPlasmaBag, Crafting.RecyclerJunk.FriedHardDrive, Crafting.RecyclerJunk.PlasticTubing, Crafting.RecyclerJunk.Random, Crafting.RecyclerJunk.TestTubeSample, Crafting.RecyclerJunk.WireSpool, DoubleWrench, EMPGrenadeWeapon, Food.Alcohol.Bourbon, Food.Alcohol.Champagne, Food.Alcohol.DuckBeer, Food.Alcohol.Gin, Food.Alcohol.Moonshine, Food.Alcohol.Random, Food.Alcohol.Vodka, Food.Bag.BigBangCandy, Food.Bag.Glucassist, Food.Bag.SunDriedTomatoJerky, Food.Bag.VeggieBlend, Food.Bowl.BananaPudding, Food.Bowl.DimSum, Food.Bowl.UdonNoodles, Food.Box.BliniCakes, Food.Box.CrispyFrites, Food.Box.FishSticks, Food.Box.LemonPieSlice, Food.Box.SkeksisUnagiRollz, Food.Box.SpiraliteCookies, Food.Can.GreenTea, Food.Can.KafeKarsk, Food.Can.PopStar, Food.Produce.Apple, Food.Produce.Banana, Food.Produce.BananaBunch, Food.Produce.BluePomegranate, Food.Produce.Lemon, Food.Produce.Tomato, Food.Random, Food.Tin.Caviar, Food.Tin.JelliedEels, Gameplay.Goo_Breakable_Mimickable, Garden.Bag_Garden, Garden.Can_Water, Garden.Lily_Pad_A, Garden.Shears, Garden.Trowel, Gym.Dumbbell_II_Medium, Gym.Dumbbell_I_Small, Gym.Kettle_Bell_A, Industrial.Detail_Tank_Large_A_Part5, Industrial.Fan_Utility_Blades, Industrial.Laser_Lab_A_Part_3, Industrial.Sign_Radiation_A, Kitchen.Coffee_Mug_A, Kitchen.Coffee_Mug_B, Kitchen.Cup, Kitchen.Glass_Bottle, Kitchen.Grinder, Kitchen.Ladle, Kitchen.Neo_Bottle, Kitchen.Orange_Bottle, Kitchen.Skimmer, Kitchen.Teapot_Chinese_A, Light_Fixtures.Light_Worklight_A, LureGrenadeWeapon, Luxury.Ashtray, Luxury.Bass_A_Base, Luxury.Decanter, Luxury.Kettle, Luxury.Martini Glass, Luxury.Martini Shaker, Luxury.Martini Tumbler, Luxury.SideTable_A, Luxury.Sign_Stand_A, Luxury.SmokingSet_A_Cigarbox, Luxury.Table_Chess_A_Timer, Luxury.Table_Lounge_A, Luxury.Tea Pot, Medical.MedKit, Medical.PsiHypo, Medical.TraumaPharmas.AntiBleed, Medical.TraumaPharmas.AntiBleed_2, Medical.TraumaPharmas.AntiBurn, Medical.TraumaPharmas.AntiBurn_2, Medical.TraumaPharmas.AntiConcussion, Medical.TraumaPharmas.AntiConcussion_2, Medical.TraumaPharmas.AntiCripple, Medical.TraumaPharmas.AntiCripple_2, Medical.TraumaPharmas.AntiRad, Medical.TraumaPharmas.Random, Mimic_Placeholder.Carry_Placeholder_Xlarge, Mimic_Placeholder.Mimic_Placeholder_Large, Mimic_Placeholder.Mimic_Placeholder_Medium, Mimic_Placeholder.Mimic_Placeholder_Small, Misc.Amp_Guitar_A, Misc.Brush_Toilet_A, Misc.Clothes_Bin_A, Misc.Clothes_Bin_A_Loose, Misc.Clothes_Shoes_A_Female1_L, Misc.Clothes_Shoes_A_Female1_R, Misc.Clothes_Shoes_A_Male1_L, Misc.Clothes_Shoes_A_Male1_R, Misc.Cosmonaut_GloveL, Misc.Cosmonaut_GloveR, Misc.Cosmonaut_Helmet, Misc.Cot_A, Misc.Cot_Rollup, Misc.Gaming_DiceTube_A, Misc.Globe_1, Misc.Globe_2, Misc.Guitar_A, Misc.Guitar_A_Stand, Misc.Headphones, Misc.Keytar_A, Misc.Lobby_Lectern, Misc.Morgan_MessengerBag_Male, Misc.Morgan_Purse_Female, Misc.Oil_Canister , Misc.Pillow_Bed, Misc.Pillow_Bed2, Misc.Pillow_Bed3, Misc.Pillow_Throw, Misc.Post_Divider_A, Misc.Rock_Tile, Misc.Rock_Tile_Large, Misc.SignPole, Misc.Sign_Maintenance_A, Misc.Sign_NoEntry_Industrial, Misc.Sign_WetFloor, Misc.SpareParts, Misc.Statue_Mineral_A, Misc.Statue_Mineral_B, Misc.Statue_Mineral_C, Misc.Tank_Eel_Lid_A, Misc.Tissuebox_A, Misc.Tissuebox_A_Open, Misc.TurretPickup, Misc.Vase_A, Misc.Vase_B, Misc.Vase_C, MissionItems.AM_LeitnerConnectome, MissionItems.AirCirculatorComponent, MissionItems.BigNullwaveTransmitter, MissionItems.CherishedFamilyPhoto, MissionItems.CookingAward, MissionItems.JC_CalvinoThermos, MissionItems.JC_CommunicationDevice, MissionItems.MM_GrowthFormula, MissionItems.MM_Superfruit, MissionItems.MikhailaFathersRing, MissionItems.NB_OxygenFuse, MissionItems.NB_QuantumTransmogrifier, MissionItems.SE_MikhailasMedicine, MissionItems.SelfDestructKey_Alex, MissionItems.SelfDestructKey_Morgan, MissionItems.WaterPressureRegulator, MissionItems.WeddingRing, Mods.Psychoscope.AbsorbCoral, Mods.Psychoscope.BuffControlPowers, Mods.Psychoscope.BuffDamagePowers, Mods.Psychoscope.CanScanCoral, Mods.Psychoscope.CritChancePlus10_Pistol, Mods.Psychoscope.CritChancePlus10_Shotgun, Mods.Psychoscope.CritChancePlus10_Wrench, Mods.Psychoscope.DecreaseScanningTime, Mods.Psychoscope.DetectEliteMimicAndPoltergeist, Mods.Psychoscope.DetectMimics, Mods.Psychoscope.ElectrostaticBuff, Mods.Psychoscope.EnhancedPSI, Mods.Psychoscope.FasterPowersCooldown, Mods.Psychoscope.FearBomb, Mods.Psychoscope.FearResistance, Mods.Psychoscope.FreePsiCast, Mods.Psychoscope.IncreaseScanningRange, Mods.Psychoscope.KineticBlastBuff, Mods.Psychoscope.MarkedEnemiesDamage, Mods.Psychoscope.MechTechs, Mods.Psychoscope.NullwaveShield, Mods.Psychoscope.PSIRegen, Mods.Psychoscope.PsychoshockBuff, Mods.Psychoscope.PsychoshockResist, Mods.Psychoscope.Random, Mods.Psychoscope.ReducePsiCostEnergy, Mods.Psychoscope.ReducePsiCostMorph, Mods.Psychoscope.ReducePsiCostTelepathic, Mods.Psychoscope.SneakAttackRestoresPSI, Mods.Psychoscope.SpendHealthAsPSI, Mods.Psychoscope.ThermalBlastBuff, Mods.Suit.BacklashBuff, Mods.Suit.DecreaseTraumaChance, Mods.Suit.EMP_Shielding, Mods.Suit.FallDamagesNPCs, Mods.Suit.FlashlightDuration, Mods.Suit.HeavyMachineryAssist, Mods.Suit.ImprovedStamina, Mods.Suit.LaserShield, Mods.Suit.LastChance, Mods.Suit.LeverageAssist, Mods.Suit.NeverDrunk, Mods.Suit.OnRobotDeath, Mods.Suit.PhysicalDamageShield, Mods.Suit.PlayerNotRecyclable, Mods.Suit.PropulsionUpgrade_I, Mods.Suit.PropulsionUpgrade_II, Mods.Suit.Random, Mods.Suit.RecyclerLootBonus, Mods.Suit.RecyclerLootLimiter, Mods.Suit.ReduceSpaceCrashDamage, Mods.Suit.ResistElectric, Mods.Suit.ResistEther, Mods.Suit.ResistFire, Mods.Suit.ResistRad, Mods.Suit.SlidingReduceDamage, Mods.Suit.SneakAttackRestoreHealth, Mods.Suit.SpringStep, Mods.Suit.SuitIntegrityBuff, Mods.Suit.WrenchKnockback, Mods.Weapon.WeaponUpgradeKit, NullwaveTransmitterWeapon, Office.Binder_A, Office.Binder_A2, Office.Binder_A3, Office.Binder_A4, Office.Calendar, Office.Clock_Desk, Office.Desk_Box, Office.Desk_Fan, Office.Desk_Plant, Office.Filecase, Office.Folders_Tied_A, Office.Folders_Tied_A2, Office.PaperTray, Office.Pencil_Case_A, Office.Phone_Desk, Office.Plant_Potted_E, Office.Statue_Desk, Office.Statue_Desk_B, Office.Tape_Dispenser, Player.Neuromod, Player.O2Bottle, Player.Psychoscope, Player.SuitPatchKit, Player.ZeroGSuit, RecyclerGrenadeWeapon, Science.Alembic_A_1, Science.Alembic_A_2, Science.Alembic_A_3, Science.Compression_Wrap, Science.Culture_Counter, Science.Flask_A, Science.Flask_B, Science.Flask_Base, Science.Flask_C, Science.Gauzebox_A, Science.Glovebox_A, Science.Hotplate, Science.IVStand, Science.Lab_Magnifier, Science.Microscope, Science.Prototype_Neuromod_A, Science.ScrewBin, Science.ScrewBin2, Science.ScrewBin3, Science.Soldering_Iron, Science.Specimen_A, Science.Specimen_B, Science.Tool_Measuring_A, Science.Tool_Measuring_B, Science.Tool_Measuring_C, Science.Tool_Medical_A, Science.Tool_Medical_B, Science.Tool_Medical_C, Science.Tool_Medical_D, Science.Voltmeter, Tech.LookingGlass_Hanging_Part_B, Tech.LookingGlass_Hanging_Part_B1, Tech.LookingGlass_Hanging_Part_B2, Tech.LookingGlass_Hanging_Part_B4, Tech.LookingGlass_Hanging_Part_C1, Tech.LookingGlass_Hanging_Part_C2, Tech.LookingGlass_Hanging_Part_C3, Tech.LookingGlass_Hanging_Part_C4, Tech.Microphone, Tech.NeuromodCalibration, Tech.NeuromodCalibration_ManikinHead, Tech.Portable Computer, Tech.Reel_Rack, Tech.Server_Box_A, Tech.Visor_LookingGlass_Prototype_wStand, Weapons.GooGun, Weapons.GooGun9mm.Randomizer, Weapons.GooGunEMP.Randomizer, Weapons.GooGunLure.Randomizer, Weapons.GooGunNightmarish.Randomizer, Weapons.GooGunNullwave.Randomizer, Weapons.GooGunPhantasmic.Randomizer, Weapons.GooGunRecycler.Randomizer, Weapons.GooGunTelepathic.Randomizer, Weapons.GooGunToy.Randomizer, Weapons.GooGunVoltaic.Randomizer, Weapons.Instalaser, Weapons.Pistol, Weapons.PistolEMP.Randomizer, Weapons.PistolGLOO.Randomizer, Weapons.PistolLure.Randomizer, Weapons.PistolNightmarish.Randomizer, Weapons.PistolNullwave.Randomizer, Weapons.PistolPhantasmic.Randomizer, Weapons.PistolRecycler.Randomizer, Weapons.PistolTelepathic.Randomizer, Weapons.PistolToy.Randomizer, Weapons.PistolVoltaic.Randomizer, Weapons.Shotgun, Weapons.ShotgunEMP.Randomizer, Weapons.ShotgunGLOO.Randomizer, Weapons.ShotgunLure.Randomizer, Weapons.ShotgunNightmarish.Randomizer, Weapons.ShotgunNullwave.Randomizer, Weapons.ShotgunPhantasmic.Randomizer, Weapons.ShotgunRecycler.Randomizer, Weapons.ShotgunTelepathic.Randomizer, Weapons.ShotgunToy.Randomizer, Weapons.ShotgunVoltaic.Randomizer, Weapons.StunGun, Weapons.ToyGun, Weapons.ToyGun9mm.Randomizer, Weapons.ToyGunEMP.Randomizer, Weapons.ToyGunGLOO.Randomizer, Weapons.ToyGunLure.Randomizer, Weapons.ToyGunNightmarish.Randomizer, Weapons.ToyGunNullwave.Randomizer, Weapons.ToyGunPhantasmic.Randomizer, Weapons.ToyGunRecycler.Randomizer, Weapons.ToyGunTelepathic.Randomizer, Weapons.ToyGunVoltaic.Randomizer, Weapons.Unique.Pistol_Golden, Weapons.Unique.PreySoulsWeapons.ElectricWrench, Weapons.Unique.PreySoulsWeapons.ExplosiveShotgun, Weapons.Unique.PreySoulsWeapons.FireShotgun, Weapons.Unique.PreySoulsWeapons.Flamethrower, Weapons.Unique.PreySoulsWeapons.GlooPistol, Weapons.Unique.PreySoulsWeapons.QPistol, Weapons.Unique.PreySoulsWeapons.SBeam, Weapons.Unique.PreySoulsWeapons.TBeam, Weapons.Unique.PreySoulsWeapons.ThreeShotPistol, Weapons.Unique.PreySoulsWeapons.TwoShotShotgun, Weapons.Unique.PreySoulsWeapons.Wonderwaffle, Weapons.Unique.Shotgun_Golden, Weapons.Wrench]"
_PLOT_CRITICAL,"[Data.Keycard, Data.Notes.AnnaliseThumbDrive, Data.Thumb Drive, MissionItems.AM_LeitnerConnectome, MissionItems.AirCirculatorComponent, MissionItems.BigNullwaveTransmitter, MissionItems.CherishedFamilyPhoto, MissionItems.CookingAward, MissionItems.JC_CalvinoThermos, MissionItems.JC_CommunicationDevice, MissionItems.MM_GrowthFormula, MissionItems.MM_Superfruit, MissionItems.MikhailaFathersRing, MissionItems.MikhailasThumbDrive, MissionItems.NB_OxygenFuse, MissionItems.NB_QuantumTransmogrifier, MissionItems.SE_MikhailasMedicine, MissionItems.SelfDestructKey_Alex, MissionItems.SelfDestructKey_Morgan, MissionItems.WaterPressureRegulator, MissionItems.WeddingRing, Mods.Psychoscope.CanScanCoral]"
_PROGRESSION,"[Crafting.FabricationPlans.AlexStationKeyFabPlan, Crafting.FabricationPlans.BigNullwaveTransmitterFabPlan, Crafting.FabricationPlans.BigNullwaveTransmitterFabPlan_Cinematic, Crafting.FabricationPlans.CoralScanModFabPlan, Crafting.FabricationPlans.MorganStationKeyFabPlan, Crafting.FabricationPlans.PropulsionSystemFabPlan, MissionItems.BigNullwaveTransmitter, MissionItems.BigNullwave_Alex_Cinematic, MissionItems.SelfDestructKey_Alex, MissionItems.SelfDestructKey_Morgan, MissionItems.SelfDestructKey_Morgan_Cinematic, Mods.Psychoscope.CanScanCoral, Player.Psychoscope, Player.ZeroGSuit]"
_RANDOM,"[Crafting.FabricationPlans.Ammo.Random, Crafting.FabricationPlans.Charge.Random, Crafting.FabricationPlans.Pharma.Random, Crafting.FabricationPlans.SuitMaint.Random, Crafting.FabricationPlans.Weapon.Random, Crafting.Ingredients.Random, Crafting.RecyclerJunk.Exotic.RandomExotic, Crafting.RecyclerJunk.Random, Food.Alcohol.Random, Food.Random, Medical.TraumaPharmas.Random, Mods.Psychoscope.Random, Mods.Suit.Random]"
_SURVIVAL,"[Crafting.FabricationPlans.Pharma.PharmaAntiBleedFabPlan, Crafting.FabricationPlans.Pharma.PharmaAntiBurnFabPlan, Crafting.FabricationPlans.Pharma.PharmaAntiConcussionFabPlan, Crafting.FabricationPlans.Pharma.PharmaAntiCrippleFabPlan, Medical.TraumaPharmas.AntiBleed, Medical.TraumaPharmas.AntiBleed_2, Medical.TraumaPharmas.AntiBurn, Medical.TraumaPharmas.AntiBurn_2, Medical.TraumaPharmas.AntiConcussion, Medical.TraumaPharmas.AntiConcussion_2, Medical.TraumaPharmas.AntiCripple, Medical.TraumaPharmas.AntiCripple_2, Mods.Suit.DecreaseTraumaChance]"
_TRASH,"[Crafting.RecyclerJunk.AsteroidFragment, Crafting.RecyclerJunk.BaseballGlove, Crafting.RecyclerJunk.BiohazardWaste, Crafting.RecyclerJunk.BrokenCoolerFan, Crafting.RecyclerJunk.BurntCircuitBoard, Crafting.RecyclerJunk.CompostBananaPeel, Crafting.RecyclerJunk.CompostEelScraps, Crafting.RecyclerJunk.CompostLemonPeel, Crafting.RecyclerJunk.CorrodedCoil, Crafting.RecyclerJunk.CrumpledPaper, Crafting.RecyclerJunk.EmptyCan, Crafting.RecyclerJunk.Exotic.AlienOrganSmall, Crafting.RecyclerJunk.Exotic.MimicTumor, Crafting.RecyclerJunk.Exotic.RandomExotic, Crafting.RecyclerJunk.Exotic.TyphonCortex, Crafting.RecyclerJunk.Exotic.TyphonGanglion, Crafting.RecyclerJunk.Exotic.TyphonPlasma, Crafting.RecyclerJunk.ExpiredPlasmaBag, Crafting.RecyclerJunk.Flowers_A, Crafting.RecyclerJunk.Flowers_B, Crafting.RecyclerJunk.Flowers_C, Crafting.RecyclerJunk.Flowers_D, Crafting.RecyclerJunk.FriedHardDrive, Crafting.RecyclerJunk.PetriDishSample, Crafting.RecyclerJunk.PlasticTubing, Crafting.RecyclerJunk.Random, Crafting.RecyclerJunk.TestTubeSample, Crafting.RecyclerJunk.UsedCigar, Crafting.RecyclerJunk.WireSpool, Crafting.RecyclerJunk.Yellow_Tulips_A_Pickup, Data.TrackingChip]"
